title	accession_no	organism	family	start_ad	end_ad	lenth
MG220607.1  Salix amygdaloides voucher GA-Coll-2010-34112 maturase K (matK) 	MG220607 	Salix amygdaloides 	Salicaceae	1	802	802
MG220610.1  Salix glauca voucher BC-2011-36035 maturase K (matK) gene, partial 	MG220610 	Salix glauca 	Salicaceae	1	824	824
MG220613.1  Salix discolor voucher GA-Coll-2010-34121 maturase K (matK) gene, 	MG220613 	Salix discolor 	Salicaceae	1	801	801
MG220618.1  Salix lucida voucher BC-2011-36049 maturase K (matK) gene, partial 	MG220618 	Salix lucida 	Salicaceae	1	824	824
MG220622.1  Salix triandra voucher BC-2011-36099 maturase K (matK) gene, partial 	MG220622 	Salix triandra 	Salicaceae	1	809	809
MG220734.1  Salix alba voucher BC-2011-36078 maturase K (matK) gene, partial 	MG220734 	Salix alba 	Salicaceae	1	824	824
MG220744.1  Salix glauca voucher GA-Coll-2010-34034 maturase K (matK) gene, 	MG220744 	Salix glauca 	Salicaceae	1	816	816
MG220751.1  Salix uva-ursi voucher MLTI05 maturase K (matK) gene, partial cds; 	MG220751 	Salix uva-ursi 	Salicaceae	1	787	787
MG220771.1  Salix matsudana voucher BC-2011-36039 maturase K (matK) gene, 	MG220771 	Salix matsudana 	Salicaceae	1	824	824
MG220830.1  Salix interior voucher BC-2011-36046 maturase K (matK) gene, partial 	MG220830 	Salix interior 	Salicaceae	1	824	824
MG220831.1  Populus tremuloides voucher RS137 maturase K (matK) gene, partial 	MG220831 	Populus tremuloides 	Salicaceae	1	798	798
MG220922.1  Populus tremuloides voucher RS138 maturase K (matK) gene, partial 	MG220922 	Populus tremuloides 	Salicaceae	1	808	808
MG220929.1  Populus alba voucher JAG 0602 maturase K (matK) gene, partial cds; 	MG220929 	Populus alba 	Salicaceae	1	789	789
MG220952.1  Salix alba voucher BC-2011-36111 maturase K (matK) gene, partial 	MG220952 	Salix alba 	Salicaceae	1	824	824
MG220958.1  Salix barclayi voucher GA-Coll-2010-34161 maturase K (matK) gene, 	MG220958 	Salix barclayi 	Salicaceae	1	824	824
MG220970.1  Salix nigra voucher GA-Coll-2010-34089 maturase K (matK) gene, 	MG220970 	Salix nigra 	Salicaceae	1	809	809
MG221017.1  Salix alaxensis voucher GA-Coll-2010-34123 maturase K (matK) gene, 	MG221017 	Salix alaxensis 	Salicaceae	1	824	824
MG221029.1  Salix discolor voucher GA-Coll-2010-34109 maturase K (matK) gene, 	MG221029 	Salix discolor 	Salicaceae	1	824	824
MG221071.1  Salix lucida voucher BC-2011-36050 maturase K (matK) gene, partial 	MG221071 	Salix lucida 	Salicaceae	1	824	824
MG221085.1  Populus balsamifera voucher RBG 156 maturase K (matK) gene, partial 	MG221085 	Populus balsamifera 	Salicaceae	1	794	794
MG221092.1  Salix alba var. vitellina voucher CCDB-21227-H02 maturase K (matK) 	MG221092 	Salix alba var. vitellina 	Salicaceae	1	805	805
MG426214.1  Populus davidiana clone DLSA maturase K (matK) gene, complete cds; 	MG426214 	Populus davidiana 	Salicaceae	263	1795	1533
MG426216.1  Populus davidiana clone DLSC maturase K (matK) gene, complete cds; 	MG426216 	Populus davidiana 	Salicaceae	263	1795	1533
MG426225.1  Populus davidiana clone SYYCJa maturase K (matK) gene, complete cds; 	MG426225 	Populus davidiana 	Salicaceae	263	1795	1533
MG426232.1  Populus davidiana clone SYYCTA maturase K (matK) gene, complete cds; 	MG426232 	Populus davidiana 	Salicaceae	277	1809	1533
MG426233.1  Populus davidiana clone SYYCTB maturase K (matK) gene, complete cds; 	MG426233 	Populus davidiana 	Salicaceae	263	1795	1533
MG426236.1  Populus davidiana clone SYYCTF maturase K (matK) gene, complete cds; 	MG426236 	Populus davidiana 	Salicaceae	277	1809	1533
MG426246.1  Populus davidiana clone WC1 maturase K (matK) gene, complete cds; 	MG426246 	Populus davidiana 	Salicaceae	277	1809	1533
MG426253.1  Populus davidiana clone WC9 maturase K (matK) gene, complete cds; 	MG426253 	Populus davidiana 	Salicaceae	263	1795	1533
MG426270.1  Populus davidiana clone BJA maturase K (matK) gene, complete cds; 	MG426270 	Populus davidiana 	Salicaceae	277	1809	1533
MG426271.1  Populus davidiana clone BJB maturase K (matK) gene, complete cds; 	MG426271 	Populus davidiana 	Salicaceae	277	1809	1533
MG426278.1  Populus davidiana clone HL4 maturase K (matK) gene, complete cds; 	MG426278 	Populus davidiana 	Salicaceae	277	1809	1533
MG426301.1  Populus davidiana clone W2 maturase K (matK) gene, complete cds; 	MG426301 	Populus davidiana 	Salicaceae	277	1809	1533
MG426312.1  Populus davidiana clone sybijb maturase K (matK) gene, complete cds; 	MG426312 	Populus davidiana 	Salicaceae	263	1795	1533
MG426316.1  Populus davidiana clone SYBIJF maturase K (matK) gene, complete cds; 	MG426316 	Populus davidiana 	Salicaceae	277	1809	1533
MG426327.1  Populus davidiana clone WNE maturase K (matK) gene, complete cds; 	MG426327 	Populus davidiana 	Salicaceae	277	1809	1533
MG426362.1  Populus davidiana clone jbg4 maturase K (matK) gene, complete cds; 	MG426362 	Populus davidiana 	Salicaceae	277	1809	1533
MG426373.1  Populus davidiana clone J1 maturase K (matK) gene, complete cds; 	MG426373 	Populus davidiana 	Salicaceae	277	1809	1533
MG426374.1  Populus davidiana clone J2 maturase K (matK) gene, complete cds; 	MG426374 	Populus davidiana 	Salicaceae	277	1809	1533
MG426387.1  Populus davidiana clone ZGN1 maturase K (matK) gene, complete cds; 	MG426387 	Populus davidiana 	Salicaceae	277	1809	1533
MG426388.1  Populus davidiana clone ZGN2 maturase K (matK) gene, complete cds; 	MG426388 	Populus davidiana 	Salicaceae	277	1809	1533
MG426413.1  Populus davidiana clone BTM5 maturase K (matK) gene, complete cds; 	MG426413 	Populus davidiana 	Salicaceae	277	1809	1533
MG426425.1  Populus davidiana clone BTM17 maturase K (matK) gene, complete cds; 	MG426425 	Populus davidiana 	Salicaceae	277	1809	1533
MG426426.1  Populus davidiana clone Mrs2 maturase K (matK) gene, complete cds; 	MG426426 	Populus davidiana 	Salicaceae	263	1795	1533
MG426430.1  Populus davidiana clone Mrs6 maturase K (matK) gene, complete cds; 	MG426430 	Populus davidiana 	Salicaceae	263	1795	1533
MG426431.1  Populus davidiana clone Mrs7 maturase K (matK) gene, complete cds; 	MG426431 	Populus davidiana 	Salicaceae	277	1809	1533
MG426433.1  Populus davidiana clone Mrs9 maturase K (matK) gene, complete cds; 	MG426433 	Populus davidiana 	Salicaceae	263	1795	1533
MG426434.1  Populus davidiana clone Mrs10 maturase K (matK) gene, complete cds; 	MG426434 	Populus davidiana 	Salicaceae	263	1795	1533
MG426444.1  UNVERIFIED: Populus davidiana clone TH9 maturase K-like (matK) gene, 	MG426444 	Populus davidiana 	Salicaceae	263	1794	1532
MG426470.1  Populus davidiana clone WT16 maturase K (matK) gene, complete cds; 	MG426470 	Populus davidiana 	Salicaceae	277	1809	1533
MG426481.1  Populus davidiana clone XLS1 maturase K (matK) gene, complete cds; 	MG426481 	Populus davidiana 	Salicaceae	277	1809	1533
MG426489.1  Populus davidiana clone XLS10 maturase K (matK) gene, complete cds; 	MG426489 	Populus davidiana 	Salicaceae	277	1809	1533
MG426503.1  Populus davidiana clone XN1 maturase K (matK) gene, complete cds; 	MG426503 	Populus davidiana 	Salicaceae	277	1809	1533
MG426506.1  Populus davidiana clone XN4 maturase K (matK) gene, complete cds; 	MG426506 	Populus davidiana 	Salicaceae	291	1823	1533
MG426508.1  Populus davidiana clone FS1 maturase K (matK) gene, complete cds; 	MG426508 	Populus davidiana 	Salicaceae	277	1809	1533
MG426510.1  Populus davidiana clone FS3 maturase K (matK) gene, complete cds; 	MG426510 	Populus davidiana 	Salicaceae	263	1795	1533
MG426513.1  Populus davidiana clone FS6 maturase K (matK) gene, complete cds; 	MG426513 	Populus davidiana 	Gunneridae	263	1795	1533
MG426536.1  Populus davidiana clone LHS10 maturase K (matK) gene, complete cds; 	MG426536 	Populus davidiana 	Gunneridae	263	1795	1533
MG426539.1  Populus davidiana clone LHS13 maturase K (matK) gene, complete cds; 	MG426539 	Populus davidiana 	Gunneridae	263	1795	1533
MG426540.1  Populus davidiana clone LHS14 maturase K (matK) gene, complete cds; 	MG426540 	Populus davidiana 	Gunneridae	263	1795	1533
MG426546.1  Populus davidiana clone LHS20 maturase K (matK) gene, complete cds; 	MG426546 	Populus davidiana 	Gunneridae	263	1795	1533
MG718792.1  Xylosma glaberrima isolate PECB250 maturase K (matK) gene, partial 	MG718792 	Xylosma glaberrima 	Salicaceae	1	755	755
MG718929.1  Casearia gossypiosperma isolate PEEC030 maturase K (matK) gene, 	MG718929 	Casearia gossypiosperma 	Salicaceae	1	804	804
MG718930.1  Casearia sylvestris isolate PEEC031 maturase K (matK) gene, partial 	MG718930 	Casearia sylvestris 	Salicaceae	1	881	881
MG719008.1  Prockia crucis isolate PEEC120 maturase K-like (matK) gene, partial 	MG719008 	Prockia crucis 	Salicaceae	1	832	832
MG719037.1  Xylosma tweediana isolate PEEC156 maturase K (matK) gene, partial 	MG719037 	Xylosma tweediana 	Salicaceae	1	808	808
MG772997.1  Salix caprea isolate P20 maturase K (matK) gene, partial cds; 	MG772997 	Salix caprea 	Salicaceae	1	832	832
MG772998.1  Salix matsudana isolate P15 maturase K (matK) gene, partial cds; 	MG772998 	Salix matsudana 	Salicaceae	1	832	832
MG772999.1  Populus x beijingensis isolate P10 maturase K (matK) gene, partial 	MG772999 	Populus x beijingensis 	Salicaceae	1	832	832
MG773000.1  Populus tomentosa isolate P1-1 maturase K (matK) gene, partial cds; 	MG773000 	Populus tomentosa 	Salicaceae	1	832	832
MG773001.1  Populus x canadensis isolate P1-2 maturase K (matK) gene, partial 	MG773001 	Populus x canadensis 	Salicaceae	1	832	832
MG910348.1  Homalium cf. foetidum KR1778 maturase K (matK) gene, partial cds; 	MG910348 	Homalium cf. foetidum KR1778 	Salicaceae	1	510	510
MG910349.1  Scolopia spinosa voucher KR1871 maturase K (matK) gene, partial cds; 	MG910349 	Scolopia spinosa 	Salicaceae	1	510	510
MG947031.1  Azara sp. MS-2018 maturase K (matK) gene, partial cds; chloroplast. 	MG947031 	Azara sp. MS-2018 	Salicaceae	1	860	860
MH024594.1  UNVERIFIED: Hasseltia floribunda voucher 1083 maturase K-like (matK) 	MH024594 	Hasseltia floribunda 	Salicaceae	1	868	868
MH024636.1  UNVERIFIED: Salix humboldtiana voucher 5960 maturase K-like (matK) 	MH024636 	Salix humboldtiana 	Salicaceae	1	891	891
MH024655.1  UNVERIFIED: Banara guianensis voucher 6463 maturase K-like (matK) 	MH024655 	Banara guianensis 	Salicaceae	1	769	769
MH024825.1  UNVERIFIED: Ryania speciosa voucher 6891 maturase K-like (matK) 	MH024825 	Ryania speciosa 	Salicaceae	1	835	835
MH116836.1  Salix balfouriana voucher YLDP268A maturase K (matK) gene, partial 	MH116836 	Salix balfouriana 	Salicaceae	1	705	705
MH116837.1  Salix delavayana voucher YLDP277A maturase K (matK) gene, partial 	MH116837 	Salix delavayana 	Salicaceae	1	714	714
MH116838.1  Salix delavayana voucher YLDP277B maturase K (matK) gene, partial 	MH116838 	Salix delavayana 	Salicaceae	1	715	715
MH116839.1  Salix delavayana voucher YLDP277D maturase K (matK) gene, partial 	MH116839 	Salix delavayana 	Salicaceae	1	716	716
MH116840.1  Salix dibapha voucher YLDP277E maturase K (matK) gene, partial cds; 	MH116840 	Salix dibapha 	Salicaceae	1	672	672
MH116841.1  Salix eriostachya voucher YLDP277C maturase K (matK) gene, partial 	MH116841 	Salix eriostachya 	Salicaceae	1	716	716
MH574085.1  Populus simonii voucher 98S01 maturase K (matK) gene, partial cds; 	MH574085 	Populus simonii 	Gunneridae	1	819	819
MH574086.1  Populus trinervis voucher AK001 maturase K (matK) gene, partial cds; 	MH574086 	Populus trinervis 	Gunneridae	1	819	819
MH574099.1  Populus x beijingensis voucher ABJ001 maturase K (matK) gene, 	MH574099 	Populus x beijingensis 	Gunneridae	1	819	819
MH574103.1  Populus haoana voucher DD003 maturase K (matK) gene, partial cds; 	MH574103 	Populus haoana 	Gunneridae	1	819	819
MH574113.1  Populus euphratica voucher HU001 maturase K (matK) gene, partial 	MH574113 	Populus euphratica 	Gunneridae	1	810	810
MH574126.1  Populus maximowiczii voucher TLY001 maturase K (matK) gene, partial 	MH574126 	Populus maximowiczii 	Gunneridae	1	819	819
MH574131.1  Populus rotundifolia var. duclouxiana voucher QW003 maturase K 	MH574131 	Populus rotundifolia var. duclouxiana 	Gunneridae	1	819	819
MH574138.1  Populus cf. ciliata APZ-2019 voucher WZ001 maturase K (matK) gene, 	MH574138 	Populus cf. ciliata APZ-2019 	Gunneridae	1	819	819
MH574147.1  Populus alba voucher LYB001 maturase K (matK) gene, partial cds; 	MH574147 	Populus alba 	Gunneridae	1	819	819
MH574156.1  Populus nigra var. italica voucher AZT001 maturase K (matK) gene, 	MH574156 	Populus nigra var. italica 	Gunneridae	1	819	819
MH574158.1  Populus tomentosa voucher MB001 maturase K (matK) gene, partial cds; 	MH574158 	Populus tomentosa 	Gunneridae	1	819	819
MH574162.1  Populus szechuanica var. tibetica voucher ZB002 maturase K (matK) 	MH574162 	Populus szechuanica var. tibetica 	Gunneridae	1	819	819
MH574165.1  Salix matsudana voucher SR002 maturase K (matK) gene, partial cds; 	MH574165 	Salix matsudana 	Gunneridae	1	819	819
MH659041.1  Salix variegata voucher Ge130870 maturase K (matK) gene, partial 	MH659041 	Salix variegata 	Gunneridae	1	794	794
MH659307.1  Salix sinica voucher ZK376 maturase K (matK) gene, partial cds; 	MH659307 	Salix sinica 	Gunneridae	1	793	793
MH659420.1  Idesia polycarpa voucher HZ302 maturase K (matK) gene, partial cds; 	MH659420 	Idesia polycarpa 	Gunneridae	1	843	843
MH659431.1  Idesia polycarpa voucher NJ086 maturase K (matK) gene, partial cds; 	MH659431 	Idesia polycarpa 	Gunneridae	1	870	870
MH659439.1  Salix wilsonii voucher NJ202 maturase K (matK) gene, partial cds; 	MH659439 	Salix wilsonii 	Gunneridae	1	879	879
MH659469.1  Salix babylonica voucher Q015 maturase K (matK) gene, partial cds; 	MH659469 	Salix babylonica 	Gunneridae	1	808	808
MH659691.1  Populus ningshanica voucher Q256 maturase K (matK) gene, partial 	MH659691 	Populus ningshanica 	Gunneridae	1	840	840
MH659827.1  Populus tremula voucher Q407 maturase K (matK) gene, partial cds; 	MH659827 	Populus tremula 	Gunneridae	1	812	812
MH659865.1  Salix cupularis voucher Q447 maturase K (matK) gene, partial cds; 	MH659865 	Salix cupularis 	Gunneridae	1	802	802
MH659952.1  Populus cathayana voucher Q542 maturase K (matK) gene, partial cds; 	MH659952 	Populus cathayana 	Gunneridae	1	869	869
MH660004.1  Populus simonii voucher Q603 maturase K (matK) gene, partial cds; 	MH660004 	Populus simonii 	Gunneridae	1	795	795
MH660105.1  Salix viminalis voucher Q711 maturase K (matK) gene, partial cds; 	MH660105 	Salix viminalis 	Gunneridae	1	798	798
MH660141.1  Salix purpurea voucher Q750 maturase K (matK) gene, partial cds; 	MH660141 	Salix purpurea 	Gunneridae	1	798	798
MH660251.1  Salix fargesii voucher Q879 maturase K (matK) gene, partial cds; 	MH660251 	Salix fargesii 	Gunneridae	1	805	805
MH768816.1  Populus davidiana isolate H1 maturase K (matk) gene, partial cds; 	MH768816 	Populus davidiana 	Salicaceae	1	717	717
MH768818.1  Populus davidiana isolate H3 maturase K (matk) gene, partial cds; 	MH768818 	Populus davidiana 	Salicaceae	1	717	717
MH768840.1  Populus davidiana isolate H25 maturase K (matk) gene, partial cds; 	MH768840 	Populus davidiana 	Salicaceae	1	717	717
MH768846.1  Populus davidiana isolate H31 maturase K (matk) gene, partial cds; 	MH768846 	Populus davidiana 	Salicaceae	1	717	717
MK290536.1  Trimeria grandifolia isolate UHURU1734-17 maturase K (matK) gene, 	MK290536 	Trimeria grandifolia 	Salicaceae	1	772	772
MK520460.1  Populus alba voucher v0055096WIS maturase K (matK) gene, partial 	MK520460 	Populus alba 	Salicaceae	1	794	794
MK520461.1  Populus balsamifera voucher v0102670WIS maturase K (matK) gene, 	MK520461 	Populus balsamifera 	Salicaceae	1	794	794
MK520463.1  Populus grandidentata voucher v0208115WIS maturase K (matK) gene, 	MK520463 	Populus grandidentata 	Salicaceae	1	794	794
MK520464.1  Populus nigra voucher v0103512WIS maturase K (matK) gene, partial 	MK520464 	Populus nigra 	Salicaceae	1	781	781
MK520465.1  Populus tremuloides voucher v0104807WIS maturase K (matK) gene, 	MK520465 	Populus tremuloides 	Salicaceae	1	794	794
MK520588.1  Salix alba voucher v0178533WIS maturase K (matK) gene, partial cds; 	MK520588 	Salix alba 	Salicaceae	1	794	794
MK520589.1  Salix amygdaloides voucher v0178781WIS maturase K (matK) gene, 	MK520589 	Salix amygdaloides 	Salicaceae	1	794	794
MK520590.1  Salix bebbiana voucher v0105474WIS maturase K (matK) gene, partial 	MK520590 	Salix bebbiana 	Salicaceae	1	794	794
MK520592.1  Salix humilis voucher v0106499WIS maturase K (matK) gene, partial 	MK520592 	Salix humilis 	Salicaceae	1	794	794
MK520594.1  Salix nigra voucher v0104288WIS maturase K (matK) gene, partial cds; 	MK520594 	Salix nigra 	Salicaceae	1	794	794
MK520595.1  Salix pedicellaris voucher v0104164WIS maturase K (matK) gene, 	MK520595 	Salix pedicellaris 	Salicaceae	1	790	790
MK520596.1  Salix pentandra voucher v0104193WIS maturase K (matK) gene, partial 	MK520596 	Salix pentandra 	Salicaceae	1	794	794
MK800574.1  Salix arctica voucher ID:169398 maturase K (matK) gene, partial cds; 	MK800574 	Salix arctica 	Gunneridae	1	696	696
MK898799.1  Populus deltoides maturase K (matK) gene, partial cds; chloroplast. 	MK898799 	Populus deltoides 	Salicaceae	1	422	422
MK925599.1  Salix arbuscula voucher NMW7874 maturase K (matK) gene, partial cds; 	MK925599 	Salix arbuscula 	Gunneridae	1	789	789
MK925728.1  Salix myrsinifolia voucher NMW7822 maturase K (matK) gene, partial 	MK925728 	Salix myrsinifolia 	Gunneridae	1	795	795
MK925761.1  Salix herbacea voucher RBGE196 maturase K (matK) gene, partial cds; 	MK925761 	Salix herbacea 	Gunneridae	1	798	798
MK925784.1  Salix phylicifolia voucher NMW7829 maturase K (matK) gene, partial 	MK925784 	Salix phylicifolia 	Gunneridae	1	758	758
MK925826.1  Salix reticulata voucher NMW7831 maturase K (matK) gene, partial 	MK925826 	Salix reticulata 	Gunneridae	1	774	774
MK925997.1  Salix myrsinites voucher NMW7827 maturase K (matK) gene, partial 	MK925997 	Salix myrsinites 	Gunneridae	1	784	784
MK926050.1  Salix arbuscula voucher NMW7814 maturase K (matK) gene, partial cds; 	MK926050 	Salix arbuscula 	Gunneridae	1	792	792
MK926154.1  Salix herbacea voucher RBGE195 maturase K (matK) gene, partial cds; 	MK926154 	Salix herbacea 	Gunneridae	1	793	793
MK926195.1  Salix reticulata voucher RBGE355 maturase K (matK) gene, partial 	MK926195 	Salix reticulata 	Gunneridae	1	818	818
MK926272.1  Salix lanata voucher NMW7818 maturase K (matK) gene, partial cds; 	MK926272 	Salix lanata 	Gunneridae	1	809	809
MK926281.1  Salix arbuscula voucher NMW7815 maturase K (matK) gene, partial cds; 	MK926281 	Salix arbuscula 	Gunneridae	1	778	778
MK926323.1  Salix myrsinites voucher NMW7825 maturase K (matK) gene, partial 	MK926323 	Salix myrsinites 	Gunneridae	1	783	783
MK926394.1  Salix myrsinifolia voucher NMW7823 maturase K (matK) gene, partial 	MK926394 	Salix myrsinifolia 	Gunneridae	1	903	903
MN243298.1  Flacourtia sp. CP333 maturase K (matK) gene, partial cds; 	MN243298 	Flacourtia sp. CP333 	Gunneridae	1	857	857
MN370125.1  Homalium africanum voucher IDRCG860-13_FHO_PS3608 maturase K (matK) 	MN370125 	Homalium africanum 	Gunneridae	1	804	804
MN370127.1  Homalium stipulaceum voucher IDRCG865-13_FHO_EP4396 maturase K 	MN370127 	Homalium stipulaceum 	Gunneridae	1	804	804
MN370128.1  Homalium smythei voucher IDRCG864-13_FHO_CY526 maturase K (matK) 	MN370128 	Homalium smythei 	Gunneridae	1	804	804
MN370233.1  Oncoba flagelliflora voucher GIL4_491_6384AA maturase K (matK) gene, 	MN370233 	Oncoba flagelliflora 	Gunneridae	1	792	792
MN722150.1  Salix cheilophila voucher P. L. Liu 220 maturase K (matK) gene, 	MN722150 	Salix cheilophila 	Gunneridae	1	847	847
MN722153.1  Salix matsudana voucher P. L. Liu YC70 maturase K (matK) gene, 	MN722153 	Salix matsudana 	Gunneridae	1	801	801
MN722154.1  Populus simonii voucher T. T. Tian 4 maturase K (matK) gene, partial 	MN722154 	Populus simonii 	Gunneridae	1	773	773
MN722155.1  Populus pseudosimonii voucher T. T. Tian 40 maturase K (matK) gene, 	MN722155 	Populus pseudosimonii 	Gunneridae	1	823	823
MN722156.1  Populus davidiana voucher T. T. Tian 39 maturase K (matK) gene, 	MN722156 	Populus davidiana 	Gunneridae	1	814	814
MT901723.1  Salix cinerea isolate DM633_1 chloroplast, partial genome. 	MT901723 	Salix cinerea 	Gunneridae	4721	5503	783
